game_date,player_name,player_team,opponent_team,opponent_pitcher,at_bats,hits,walks,strikeouts,home_runs,rbi,batting_avg
2024-04-30,Brendon Little,TOR,Kansas City Royals,Kansas City Royals_Pitcher_5,4,3,0,0,1,1,0.75
2024-04-30,Brandon Nimmo,NYM,Chicago Cubs,Chicago Cubs_Pitcher_5,4,2,0,1,0,2,0.5
2024-04-30,Matt Shaw,CHC,New York Mets,New York Mets_Pitcher_1,3,1,0,1,0,0,0.3333333333333333
2024-04-30,Seiya Suzuki,CHC,New York Mets,New York Mets_Pitcher_4,3,2,0,0,0,2,0.6666666666666666
2024-04-30,Wilyer Abreu,BOS,San Francisco Giants,San Francisco Giants_Pitcher_4,4,1,0,2,0,0,0.25
2024-04-30,Trevor Story,BOS,San Francisco Giants,San Francisco Giants_Pitcher_4,3,0,0,1,0,0,0.0
2024-04-30,Matt Chapman,SF,Boston Red Sox,Boston Red Sox_Pitcher_3,4,1,0,1,0,1,0.25
2024-04-30,Colson Montgomery,CWS,Minnesota Twins,Minnesota Twins_Pitcher_3,3,0,0,2,0,0,0.0
2024-04-30,Jacob Misiorowski,MIL,Tampa Bay Rays,Tampa Bay Rays_Pitcher_4,4,0,0,2,0,0,0.0
2024-04-30,Pete Fairbanks,TB,Milwaukee Brewers,Milwaukee Brewers_Pitcher_3,3,0,0,0,0,0,0.0
2024-04-30,William Contreras,MIL,Tampa Bay Rays,Tampa Bay Rays_Pitcher_4,4,0,0,0,0,0,0.0
2024-04-30,Andrew Vaughn,MIL,Tampa Bay Rays,Tampa Bay Rays_Pitcher_4,4,1,0,1,0,0,0.25
2024-04-30,Brice Turang,MIL,Tampa Bay Rays,Tampa Bay Rays_Pitcher_5,4,1,1,1,0,1,0.25
2024-04-30,Freddy Peralta,MIL,Tampa Bay Rays,Tampa Bay Rays_Pitcher_3,3,0,0,0,0,0,0.0
2024-04-30,Abner Uribe,MIL,Tampa Bay Rays,Tampa Bay Rays_Pitcher_4,3,2,0,1,0,2,0.6666666666666666
2024-04-30,Jacob Misiorowski,MIL,Tampa Bay Rays,Tampa Bay Rays_Pitcher_4,4,0,0,2,0,0,0.0
2024-04-30,Trevor Megill,MIL,Tampa Bay Rays,Tampa Bay Rays_Pitcher_1,4,2,0,0,0,0,0.5
2024-04-30,Adolis García,TEX,Washington Nationals,Washington Nationals_Pitcher_5,3,1,0,0,0,0,0.3333333333333333
2024-04-30,Wyatt Langford,TEX,Washington Nationals,Washington Nationals_Pitcher_1,4,1,0,2,0,1,0.25
2024-04-30,Hunter Gaddis,CLE,Houston Astros,Houston Astros_Pitcher_5,4,1,0,1,0,0,0.25
2024-04-30,Hunter Brown,HOU,Cleveland Guardians,Cleveland Guardians_Pitcher_4,4,0,0,2,0,0,0.0
2024-04-30,Taylor Ward,LAA,Philadelphia Phillies,Philadelphia Phillies_Pitcher_3,4,0,0,2,0,0,0.0
2024-04-30,Ranger Suárez,PHI,Los Angeles Angels,Los Angeles Angels_Pitcher_4,4,2,0,0,0,1,0.5
2024-04-30,Bryson Stott,PHI,Los Angeles Angels,Los Angeles Angels_Pitcher_4,4,1,0,1,0,0,0.25
2024-04-30,Jesús Luzardo,PHI,Los Angeles Angels,Los Angeles Angels_Pitcher_5,3,1,0,0,0,0,0.3333333333333333
2024-04-30,Geraldo Perdomo,AZ,Los Angeles Dodgers,Los Angeles Dodgers_Pitcher_5,3,1,1,1,0,0,0.3333333333333333
2024-04-30,Andrew Saalfrank,AZ,Los Angeles Dodgers,Los Angeles Dodgers_Pitcher_4,4,1,0,1,0,0,0.25
2024-04-30,Max Muncy,LAD,Arizona Diamondbacks,Arizona Diamondbacks_Pitcher_2,4,4,0,0,2,4,1.0
2024-04-30,Corbin Carroll,AZ,Los Angeles Dodgers,Los Angeles Dodgers_Pitcher_5,4,1,0,0,1,1,0.25
2024-04-30,Lawrence Butler,ATH,Pittsburgh Pirates,Pittsburgh Pirates_Pitcher_5,3,0,0,0,0,0,0.0
2024-04-30,Luis Morales,ATH,Pittsburgh Pirates,Pittsburgh Pirates_Pitcher_1,4,1,0,1,0,1,0.25
2024-04-30,Sean Newcomb,ATH,Pittsburgh Pirates,Pittsburgh Pirates_Pitcher_4,3,1,0,1,0,1,0.3333333333333333
2024-04-30,Oneil Cruz,PIT,Oakland Athletics,Oakland Athletics_Pitcher_5,3,1,0,0,1,0,0.3333333333333333
2024-04-30,Paul Skenes,PIT,Oakland Athletics,Oakland Athletics_Pitcher_1,4,1,0,1,0,0,0.25
2024-04-30,Bubba Chandler,PIT,Oakland Athletics,Oakland Athletics_Pitcher_4,4,0,0,1,0,0,0.0
2024-04-30,Elly De La Cruz,CIN,San Diego Padres,San Diego Padres_Pitcher_2,3,1,0,2,0,1,0.3333333333333333
2024-04-30,Emilio Pagán,CIN,San Diego Padres,San Diego Padres_Pitcher_4,4,3,0,1,1,2,0.75
2024-04-30,Mason Miller,SD,Cincinnati Reds,Cincinnati Reds_Pitcher_3,3,3,0,0,0,1,1.0
2024-04-30,Andrew Abbott,CIN,San Diego Padres,San Diego Padres_Pitcher_1,4,0,0,1,0,0,0.0
2024-04-30,Jurickson Profar,ATL,Seattle Mariners,Seattle Mariners_Pitcher_4,3,1,0,0,1,1,0.3333333333333333
2024-04-30,Spencer Strider,ATL,Seattle Mariners,Seattle Mariners_Pitcher_3,4,2,0,2,1,0,0.5
2024-05-01,Gleyber Torres,DET,St. Louis Cardinals,St. Louis Cardinals_Pitcher_2,4,1,0,1,0,0,0.25
2024-05-01,Willson Contreras,STL,Detroit Tigers,Detroit Tigers_Pitcher_3,4,1,0,2,0,0,0.25
2024-05-01,Zach McKinstry,DET,St. Louis Cardinals,St. Louis Cardinals_Pitcher_3,3,0,0,1,0,0,0.0
2024-05-01,Will Vest,DET,St. Louis Cardinals,St. Louis Cardinals_Pitcher_2,3,1,0,0,0,1,0.3333333333333333
2024-05-01,Jacob Misiorowski,MIL,Tampa Bay Rays,Tampa Bay Rays_Pitcher_1,4,2,1,0,0,2,0.5
2024-05-01,Pete Fairbanks,TB,Milwaukee Brewers,Milwaukee Brewers_Pitcher_3,4,2,0,0,0,1,0.5
2024-05-01,William Contreras,MIL,Tampa Bay Rays,Tampa Bay Rays_Pitcher_2,3,0,0,0,0,0,0.0
2024-05-01,Andrew Vaughn,MIL,Tampa Bay Rays,Tampa Bay Rays_Pitcher_3,3,0,0,0,0,0,0.0
2024-05-01,Brice Turang,MIL,Tampa Bay Rays,Tampa Bay Rays_Pitcher_1,4,1,0,1,0,1,0.25
2024-05-01,Freddy Peralta,MIL,Tampa Bay Rays,Tampa Bay Rays_Pitcher_5,3,0,0,1,0,0,0.0
2024-05-01,Abner Uribe,MIL,Tampa Bay Rays,Tampa Bay Rays_Pitcher_2,4,1,0,0,1,1,0.25
2024-05-01,Jacob Misiorowski,MIL,Tampa Bay Rays,Tampa Bay Rays_Pitcher_1,4,2,1,0,0,2,0.5
2024-05-01,Trevor Megill,MIL,Tampa Bay Rays,Tampa Bay Rays_Pitcher_3,4,1,0,1,1,1,0.25
2024-05-01,Colson Montgomery,CWS,Minnesota Twins,Minnesota Twins_Pitcher_4,4,1,1,0,0,0,0.25
2024-05-01,Vinnie Pasquantino,KC,Toronto Blue Jays,Toronto Blue Jays_Pitcher_5,3,0,0,1,0,0,0.0
2024-05-01,Maikel Garcia,KC,Toronto Blue Jays,Toronto Blue Jays_Pitcher_3,4,2,0,0,0,0,0.5
2024-05-01,Daulton Varsho,TOR,Kansas City Royals,Kansas City Royals_Pitcher_4,4,1,0,2,0,0,0.25
2024-05-01,Vladimir Guerrero Jr.,TOR,Kansas City Royals,Kansas City Royals_Pitcher_4,4,0,0,2,0,0,0.0
2024-05-01,Alejandro Kirk,TOR,Kansas City Royals,Kansas City Royals_Pitcher_1,4,2,1,0,1,2,0.5
2024-05-01,Brendon Little,TOR,Kansas City Royals,Kansas City Royals_Pitcher_4,4,2,0,0,0,1,0.5
2024-05-01,Lawrence Butler,ATH,Pittsburgh Pirates,Pittsburgh Pirates_Pitcher_1,3,1,0,0,0,0,0.3333333333333333
2024-05-01,Luis Morales,ATH,Pittsburgh Pirates,Pittsburgh Pirates_Pitcher_2,3,2,0,1,0,2,0.6666666666666666
2024-05-01,Sean Newcomb,ATH,Pittsburgh Pirates,Pittsburgh Pirates_Pitcher_1,3,1,0,2,0,1,0.3333333333333333
2024-05-01,Oneil Cruz,PIT,Oakland Athletics,Oakland Athletics_Pitcher_3,4,1,0,2,0,1,0.25
2024-05-01,Paul Skenes,PIT,Oakland Athletics,Oakland Athletics_Pitcher_3,4,3,0,1,1,2,0.75
2024-05-01,Bubba Chandler,PIT,Oakland Athletics,Oakland Athletics_Pitcher_2,4,2,0,0,1,1,0.5
2024-05-01,Jurickson Profar,ATL,Seattle Mariners,Seattle Mariners_Pitcher_4,4,0,0,1,0,0,0.0
2024-05-01,Spencer Strider,ATL,Seattle Mariners,Seattle Mariners_Pitcher_4,4,1,0,0,1,1,0.25
2024-05-01,Taylor Ward,LAA,Philadelphia Phillies,Philadelphia Phillies_Pitcher_1,4,2,0,0,0,2,0.5
2024-05-01,Ranger Suárez,PHI,Los Angeles Angels,Los Angeles Angels_Pitcher_1,4,1,0,1,0,1,0.25
2024-05-01,Bryson Stott,PHI,Los Angeles Angels,Los Angeles Angels_Pitcher_4,4,1,0,1,0,0,0.25
2024-05-01,Jesús Luzardo,PHI,Los Angeles Angels,Los Angeles Angels_Pitcher_2,4,0,0,3,0,0,0.0
2024-05-01,Elly De La Cruz,CIN,San Diego Padres,San Diego Padres_Pitcher_3,4,0,0,3,0,0,0.0
2024-05-01,Emilio Pagán,CIN,San Diego Padres,San Diego Padres_Pitcher_1,3,0,0,1,0,0,0.0
2024-05-01,Mason Miller,SD,Cincinnati Reds,Cincinnati Reds_Pitcher_5,4,1,0,2,0,1,0.25
2024-05-01,Andrew Abbott,CIN,San Diego Padres,San Diego Padres_Pitcher_2,4,2,0,1,0,1,0.5
2024-05-01,Austin Wells,NYY,Baltimore Orioles,Baltimore Orioles_Pitcher_2,4,1,0,1,0,1,0.25
2024-05-01,Aaron Judge,NYY,Baltimore Orioles,Baltimore Orioles_Pitcher_2,3,1,0,1,0,1,0.3333333333333333
2024-05-01,Keegan Akin,BAL,New York Yankees,New York Yankees_Pitcher_2,3,1,0,1,1,1,0.3333333333333333
2024-05-01,Andrew Kittredge,BAL,New York Yankees,New York Yankees_Pitcher_1,4,2,1,1,0,1,0.5
2024-05-01,Cam Schlittler,NYY,Baltimore Orioles,Baltimore Orioles_Pitcher_2,4,1,0,1,0,1,0.25
2024-05-01,Cody Bellinger,NYY,Baltimore Orioles,Baltimore Orioles_Pitcher_3,3,0,0,1,0,0,0.0
2024-05-01,Adley Rutschman,BAL,New York Yankees,New York Yankees_Pitcher_1,3,1,0,1,0,1,0.3333333333333333
2024-05-01,David Bednar,NYY,Baltimore Orioles,Baltimore Orioles_Pitcher_1,4,1,0,0,0,1,0.25
2024-05-01,Xavier Edwards,MIA,Colorado Rockies,Colorado Rockies_Pitcher_5,4,0,0,1,0,0,0.0
2024-05-01,Mickey Moniak,COL,Miami Marlins,Miami Marlins_Pitcher_4,3,1,0,0,1,0,0.3333333333333333
2024-05-01,Calvin Faucher,MIA,Colorado Rockies,Colorado Rockies_Pitcher_4,4,1,0,3,1,1,0.25
2024-05-01,Brandon Nimmo,NYM,Chicago Cubs,Chicago Cubs_Pitcher_5,4,2,0,1,0,1,0.5
2024-05-01,Matt Shaw,CHC,New York Mets,New York Mets_Pitcher_1,3,0,0,0,0,0,0.0
2024-05-01,Seiya Suzuki,CHC,New York Mets,New York Mets_Pitcher_1,4,1,0,0,0,1,0.25
2024-05-01,Wilyer Abreu,BOS,San Francisco Giants,San Francisco Giants_Pitcher_1,4,3,1,0,1,2,0.75
2024-05-01,Trevor Story,BOS,San Francisco Giants,San Francisco Giants_Pitcher_5,4,2,0,0,0,2,0.5
2024-05-01,Matt Chapman,SF,Boston Red Sox,Boston Red Sox_Pitcher_4,3,2,0,1,0,1,0.6666666666666666
2024-05-01,Adolis García,TEX,Washington Nationals,Washington Nationals_Pitcher_1,4,0,0,2,0,0,0.0
2024-05-01,Wyatt Langford,TEX,Washington Nationals,Washington Nationals_Pitcher_2,4,2,0,1,0,0,0.5
2024-05-01,Hunter Gaddis,CLE,Houston Astros,Houston Astros_Pitcher_2,4,1,0,1,0,0,0.25
2024-05-01,Hunter Brown,HOU,Cleveland Guardians,Cleveland Guardians_Pitcher_3,4,2,0,0,0,1,0.5
2024-05-01,Geraldo Perdomo,AZ,Los Angeles Dodgers,Los Angeles Dodgers_Pitcher_3,3,0,1,2,0,0,0.0
2024-05-01,Andrew Saalfrank,AZ,Los Angeles Dodgers,Los Angeles Dodgers_Pitcher_1,4,2,0,1,1,2,0.5
2024-05-01,Max Muncy,LAD,Arizona Diamondbacks,Arizona Diamondbacks_Pitcher_4,4,1,1,1,0,1,0.25
2024-05-01,Corbin Carroll,AZ,Los Angeles Dodgers,Los Angeles Dodgers_Pitcher_1,4,2,0,1,0,0,0.5
2024-05-02,Xavier Edwards,MIA,Colorado Rockies,Colorado Rockies_Pitcher_2,4,0,0,3,0,0,0.0
2024-05-02,Mickey Moniak,COL,Miami Marlins,Miami Marlins_Pitcher_2,4,0,0,1,0,0,0.0
2024-05-02,Calvin Faucher,MIA,Colorado Rockies,Colorado Rockies_Pitcher_3,3,1,0,1,0,0,0.3333333333333333
2024-05-02,Austin Wells,NYY,Baltimore Orioles,Baltimore Orioles_Pitcher_4,3,1,0,0,1,1,0.3333333333333333
2024-05-02,Aaron Judge,NYY,Baltimore Orioles,Baltimore Orioles_Pitcher_5,4,1,1,0,0,2,0.25
2024-05-02,Keegan Akin,BAL,New York Yankees,New York Yankees_Pitcher_4,4,0,1,2,0,1,0.0
2024-05-02,Andrew Kittredge,BAL,New York Yankees,New York Yankees_Pitcher_1,3,0,0,2,0,0,0.0
2024-05-02,Cam Schlittler,NYY,Baltimore Orioles,Baltimore Orioles_Pitcher_5,4,1,0,0,0,0,0.25
2024-05-02,Cody Bellinger,NYY,Baltimore Orioles,Baltimore Orioles_Pitcher_3,4,1,0,2,0,0,0.25
2024-05-02,Adley Rutschman,BAL,New York Yankees,New York Yankees_Pitcher_4,3,1,0,1,1,1,0.3333333333333333
2024-05-02,David Bednar,NYY,Baltimore Orioles,Baltimore Orioles_Pitcher_2,4,1,0,0,0,1,0.25
2024-05-02,Brandon Nimmo,NYM,Chicago Cubs,Chicago Cubs_Pitcher_3,3,2,1,0,0,1,0.6666666666666666
2024-05-02,Matt Shaw,CHC,New York Mets,New York Mets_Pitcher_2,3,1,0,0,0,0,0.3333333333333333
2024-05-02,Seiya Suzuki,CHC,New York Mets,New York Mets_Pitcher_4,4,1,0,0,0,1,0.25
2024-05-02,Wilyer Abreu,BOS,San Francisco Giants,San Francisco Giants_Pitcher_5,3,2,0,0,0,1,0.6666666666666666
2024-05-02,Trevor Story,BOS,San Francisco Giants,San Francisco Giants_Pitcher_2,4,0,0,2,0,0,0.0
2024-05-02,Matt Chapman,SF,Boston Red Sox,Boston Red Sox_Pitcher_1,3,1,1,1,0,0,0.3333333333333333
2024-05-02,Adolis García,TEX,Washington Nationals,Washington Nationals_Pitcher_4,3,0,0,2,0,0,0.0
2024-05-02,Wyatt Langford,TEX,Washington Nationals,Washington Nationals_Pitcher_3,3,3,0,0,1,2,1.0
2024-05-02,Hunter Gaddis,CLE,Houston Astros,Houston Astros_Pitcher_5,4,1,0,1,0,0,0.25
2024-05-02,Hunter Brown,HOU,Cleveland Guardians,Cleveland Guardians_Pitcher_4,3,1,0,2,1,0,0.3333333333333333
2024-05-03,Jacob Misiorowski,MIL,Chicago Cubs,Chicago Cubs_Pitcher_2,4,0,0,2,0,0,0.0
2024-05-03,William Contreras,MIL,Chicago Cubs,Chicago Cubs_Pitcher_5,4,0,0,1,0,0,0.0
2024-05-03,Andrew Vaughn,MIL,Chicago Cubs,Chicago Cubs_Pitcher_4,3,1,0,0,0,0,0.3333333333333333
2024-05-03,Brice Turang,MIL,Chicago Cubs,Chicago Cubs_Pitcher_3,4,0,0,0,0,0,0.0
2024-05-03,Matt Shaw,CHC,Milwaukee Brewers,Milwaukee Brewers_Pitcher_5,4,1,0,1,0,0,0.25
2024-05-03,Seiya Suzuki,CHC,Milwaukee Brewers,Milwaukee Brewers_Pitcher_5,4,0,0,0,0,0,0.0
2024-05-03,Freddy Peralta,MIL,Chicago Cubs,Chicago Cubs_Pitcher_3,3,2,0,1,1,1,0.6666666666666666
2024-05-03,Abner Uribe,MIL,Chicago Cubs,Chicago Cubs_Pitcher_3,3,1,0,0,0,1,0.3333333333333333
2024-05-03,Jacob Misiorowski,MIL,Chicago Cubs,Chicago Cubs_Pitcher_2,4,0,0,2,0,0,0.0
2024-05-03,Trevor Megill,MIL,Chicago Cubs,Chicago Cubs_Pitcher_2,3,0,0,0,0,0,0.0
2024-05-03,Elly De La Cruz,CIN,Baltimore Orioles,Baltimore Orioles_Pitcher_1,3,1,0,0,0,1,0.3333333333333333
2024-05-03,Keegan Akin,BAL,Cincinnati Reds,Cincinnati Reds_Pitcher_4,3,1,1,0,0,1,0.3333333333333333
2024-05-03,Emilio Pagán,CIN,Baltimore Orioles,Baltimore Orioles_Pitcher_3,3,0,0,0,0,0,0.0
2024-05-03,Andrew Kittredge,BAL,Cincinnati Reds,Cincinnati Reds_Pitcher_3,3,1,0,1,0,0,0.3333333333333333
2024-05-03,Adley Rutschman,BAL,Cincinnati Reds,Cincinnati Reds_Pitcher_2,3,0,1,1,0,1,0.0
2024-05-03,Andrew Abbott,CIN,Baltimore Orioles,Baltimore Orioles_Pitcher_5,4,3,0,0,1,3,0.75
2024-05-03,Mickey Moniak,COL,Pittsburgh Pirates,Pittsburgh Pirates_Pitcher_4,4,0,0,1,0,0,0.0
2024-05-03,Oneil Cruz,PIT,Colorado Rockies,Colorado Rockies_Pitcher_2,4,3,1,0,0,3,0.75
2024-05-03,Paul Skenes,PIT,Colorado Rockies,Colorado Rockies_Pitcher_1,4,1,0,2,0,0,0.25
2024-05-03,Bubba Chandler,PIT,Colorado Rockies,Colorado Rockies_Pitcher_3,4,1,0,2,0,0,0.25
2024-05-03,Ranger Suárez,PHI,San Francisco Giants,San Francisco Giants_Pitcher_5,3,1,0,1,0,1,0.3333333333333333
2024-05-03,Bryson Stott,PHI,San Francisco Giants,San Francisco Giants_Pitcher_3,4,2,0,1,0,1,0.5
2024-05-03,Matt Chapman,SF,Philadelphia Phillies,Philadelphia Phillies_Pitcher_1,3,0,0,1,0,0,0.0
2024-05-03,Jesús Luzardo,PHI,San Francisco Giants,San Francisco Giants_Pitcher_1,4,2,0,0,1,1,0.5
2024-05-03,Daulton Varsho,TOR,Washington Nationals,Washington Nationals_Pitcher_5,3,2,1,0,0,2,0.6666666666666666
2024-05-03,Vladimir Guerrero Jr.,TOR,Washington Nationals,Washington Nationals_Pitcher_1,3,0,0,1,0,0,0.0
2024-05-03,Alejandro Kirk,TOR,Washington Nationals,Washington Nationals_Pitcher_2,3,0,0,1,0,0,0.0
2024-05-03,Brendon Little,TOR,Washington Nationals,Washington Nationals_Pitcher_2,3,1,0,1,1,0,0.3333333333333333
2024-05-03,Brandon Nimmo,NYM,Tampa Bay Rays,Tampa Bay Rays_Pitcher_2,3,1,0,0,0,0,0.3333333333333333
2024-05-03,Pete Fairbanks,TB,New York Mets,New York Mets_Pitcher_2,3,0,0,3,0,0,0.0
2024-05-03,Austin Wells,NYY,Detroit Tigers,Detroit Tigers_Pitcher_1,3,0,0,0,0,0,0.0
2024-05-03,Aaron Judge,NYY,Detroit Tigers,Detroit Tigers_Pitcher_4,4,0,0,1,0,0,0.0
2024-05-03,Gleyber Torres,DET,New York Yankees,New York Yankees_Pitcher_3,4,1,0,1,0,0,0.25
2024-05-03,Cam Schlittler,NYY,Detroit Tigers,Detroit Tigers_Pitcher_1,4,1,0,1,0,0,0.25
2024-05-03,Cody Bellinger,NYY,Detroit Tigers,Detroit Tigers_Pitcher_1,4,2,0,0,0,2,0.5
2024-05-03,Zach McKinstry,DET,New York Yankees,New York Yankees_Pitcher_2,4,1,0,0,0,0,0.25
2024-05-03,David Bednar,NYY,Detroit Tigers,Detroit Tigers_Pitcher_1,4,1,0,1,0,1,0.25
2024-05-03,Will Vest,DET,New York Yankees,New York Yankees_Pitcher_4,3,0,0,0,0,0,0.0
2024-05-03,Taylor Ward,LAA,Cleveland Guardians,Cleveland Guardians_Pitcher_1,4,3,0,1,0,2,0.75
2024-05-03,Hunter Gaddis,CLE,Los Angeles Angels,Los Angeles Angels_Pitcher_5,4,1,0,0,1,1,0.25
2024-05-03,Vinnie Pasquantino,KC,Texas Rangers,Texas Rangers_Pitcher_3,3,0,0,0,0,0,0.0
2024-05-03,Maikel Garcia,KC,Texas Rangers,Texas Rangers_Pitcher_3,3,0,0,0,0,0,0.0
2024-05-03,Adolis García,TEX,Kansas City Royals,Kansas City Royals_Pitcher_3,4,0,0,0,0,0,0.0
2024-05-03,Wyatt Langford,TEX,Kansas City Royals,Kansas City Royals_Pitcher_5,4,1,0,1,0,1,0.25
2024-05-03,Hunter Brown,HOU,Seattle Mariners,Seattle Mariners_Pitcher_2,4,1,0,1,0,0,0.25
2024-05-03,Wilyer Abreu,BOS,Minnesota Twins,Minnesota Twins_Pitcher_3,3,1,0,0,0,0,0.3333333333333333
2024-05-03,Trevor Story,BOS,Minnesota Twins,Minnesota Twins_Pitcher_2,3,0,0,0,0,0,0.0
2024-05-03,Willson Contreras,STL,Chicago White Sox,Chicago White Sox_Pitcher_3,3,0,0,1,0,0,0.0
2024-05-03,Colson Montgomery,CWS,St. Louis Cardinals,St. Louis Cardinals_Pitcher_3,3,1,0,0,0,0,0.3333333333333333
2024-05-03,Geraldo Perdomo,AZ,San Diego Padres,San Diego Padres_Pitcher_2,3,1,0,0,0,0,0.3333333333333333
2024-05-03,Andrew Saalfrank,AZ,San Diego Padres,San Diego Padres_Pitcher_5,4,2,0,1,0,2,0.5
2024-05-03,Corbin Carroll,AZ,San Diego Padres,San Diego Padres_Pitcher_3,4,1,0,1,0,1,0.25
2024-05-03,Mason Miller,SD,Arizona Diamondbacks,Arizona Diamondbacks_Pitcher_1,4,1,1,0,0,0,0.25
2024-05-03,Xavier Edwards,MIA,Oakland Athletics,Oakland Athletics_Pitcher_2,3,1,0,2,0,1,0.3333333333333333
2024-05-03,Lawrence Butler,ATH,Miami Marlins,Miami Marlins_Pitcher_4,3,2,1,0,1,1,0.6666666666666666
2024-05-03,Calvin Faucher,MIA,Oakland Athletics,Oakland Athletics_Pitcher_2,3,0,0,2,0,0,0.0
2024-05-03,Luis Morales,ATH,Miami Marlins,Miami Marlins_Pitcher_5,3,0,1,1,0,0,0.0
2024-05-03,Sean Newcomb,ATH,Miami Marlins,Miami Marlins_Pitcher_1,3,2,0,0,0,0,0.6666666666666666
2024-05-03,Jurickson Profar,ATL,Los Angeles Dodgers,Los Angeles Dodgers_Pitcher_3,4,1,0,0,1,0,0.25
2024-05-03,Max Muncy,LAD,Atlanta Braves,Atlanta Braves_Pitcher_4,3,0,0,0,0,0,0.0
2024-05-03,Spencer Strider,ATL,Los Angeles Dodgers,Los Angeles Dodgers_Pitcher_2,3,1,0,0,0,1,0.3333333333333333
2024-05-04,Austin Wells,NYY,Detroit Tigers,Detroit Tigers_Pitcher_3,3,1,0,0,0,1,0.3333333333333333
2024-05-04,Aaron Judge,NYY,Detroit Tigers,Detroit Tigers_Pitcher_1,3,1,0,0,0,0,0.3333333333333333
2024-05-04,Gleyber Torres,DET,New York Yankees,New York Yankees_Pitcher_3,4,2,0,0,1,2,0.5
2024-05-04,Cam Schlittler,NYY,Detroit Tigers,Detroit Tigers_Pitcher_1,4,1,0,2,0,1,0.25
2024-05-04,Cody Bellinger,NYY,Detroit Tigers,Detroit Tigers_Pitcher_5,3,2,0,1,0,2,0.6666666666666666
2024-05-04,Zach McKinstry,DET,New York Yankees,New York Yankees_Pitcher_3,4,1,0,3,0,0,0.25
2024-05-04,David Bednar,NYY,Detroit Tigers,Detroit Tigers_Pitcher_3,3,1,0,1,0,0,0.3333333333333333
2024-05-04,Will Vest,DET,New York Yankees,New York Yankees_Pitcher_4,4,0,0,0,0,0,0.0
2024-05-04,Wilyer Abreu,BOS,Minnesota Twins,Minnesota Twins_Pitcher_4,3,0,0,1,0,0,0.0
2024-05-04,Trevor Story,BOS,Minnesota Twins,Minnesota Twins_Pitcher_4,4,2,0,1,0,1,0.5
2024-05-04,Willson Contreras,STL,Chicago White Sox,Chicago White Sox_Pitcher_3,3,0,0,0,0,0,0.0
2024-05-04,Colson Montgomery,CWS,St. Louis Cardinals,St. Louis Cardinals_Pitcher_2,3,1,0,1,0,1,0.3333333333333333
2024-05-04,Jacob Misiorowski,MIL,Chicago Cubs,Chicago Cubs_Pitcher_2,4,0,0,3,0,0,0.0
2024-05-04,William Contreras,MIL,Chicago Cubs,Chicago Cubs_Pitcher_4,4,2,0,0,0,1,0.5
2024-05-04,Andrew Vaughn,MIL,Chicago Cubs,Chicago Cubs_Pitcher_3,4,2,0,0,0,1,0.5
2024-05-04,Brice Turang,MIL,Chicago Cubs,Chicago Cubs_Pitcher_1,3,0,0,1,0,0,0.0
2024-05-04,Matt Shaw,CHC,Milwaukee Brewers,Milwaukee Brewers_Pitcher_5,3,1,0,0,0,0,0.3333333333333333
2024-05-04,Seiya Suzuki,CHC,Milwaukee Brewers,Milwaukee Brewers_Pitcher_3,4,2,0,0,0,2,0.5
2024-05-04,Freddy Peralta,MIL,Chicago Cubs,Chicago Cubs_Pitcher_5,4,3,0,0,1,2,0.75
2024-05-04,Abner Uribe,MIL,Chicago Cubs,Chicago Cubs_Pitcher_4,3,1,0,2,0,0,0.3333333333333333
2024-05-04,Jacob Misiorowski,MIL,Chicago Cubs,Chicago Cubs_Pitcher_2,4,0,0,3,0,0,0.0
2024-05-04,Trevor Megill,MIL,Chicago Cubs,Chicago Cubs_Pitcher_2,4,1,0,1,0,1,0.25
2024-05-04,Mickey Moniak,COL,Pittsburgh Pirates,Pittsburgh Pirates_Pitcher_2,4,3,0,0,0,0,0.75
2024-05-04,Oneil Cruz,PIT,Colorado Rockies,Colorado Rockies_Pitcher_3,3,0,1,1,0,0,0.0
2024-05-04,Paul Skenes,PIT,Colorado Rockies,Colorado Rockies_Pitcher_4,3,1,0,1,0,1,0.3333333333333333
2024-05-04,Bubba Chandler,PIT,Colorado Rockies,Colorado Rockies_Pitcher_1,3,1,0,0,0,0,0.3333333333333333
2024-05-04,Daulton Varsho,TOR,Washington Nationals,Washington Nationals_Pitcher_3,4,0,0,1,0,0,0.0
2024-05-04,Vladimir Guerrero Jr.,TOR,Washington Nationals,Washington Nationals_Pitcher_1,3,0,0,1,0,0,0.0
2024-05-04,Alejandro Kirk,TOR,Washington Nationals,Washington Nationals_Pitcher_1,4,0,0,2,0,0,0.0
2024-05-04,Brendon Little,TOR,Washington Nationals,Washington Nationals_Pitcher_3,4,1,0,1,0,0,0.25
2024-05-04,Xavier Edwards,MIA,Oakland Athletics,Oakland Athletics_Pitcher_4,3,0,0,2,0,0,0.0
2024-05-04,Lawrence Butler,ATH,Miami Marlins,Miami Marlins_Pitcher_2,4,2,0,0,1,1,0.5
2024-05-04,Calvin Faucher,MIA,Oakland Athletics,Oakland Athletics_Pitcher_2,3,0,0,0,0,0,0.0
2024-05-04,Luis Morales,ATH,Miami Marlins,Miami Marlins_Pitcher_1,4,1,1,1,0,2,0.25
2024-05-04,Sean Newcomb,ATH,Miami Marlins,Miami Marlins_Pitcher_1,3,1,0,0,0,0,0.3333333333333333
